scope,state,record_date,income_group,mean,median,estimated_expenditure
MALAYSIA,MALAYSIA,2019-01-01,B40,3475.9984375,3478.134375,2266.54
MALAYSIA,MALAYSIA,2019-02-01,B40,3481.708376736111,3483.8253038194443,1986.39
MALAYSIA,MALAYSIA,2019-03-01,B40,3487.418315972222,3489.516232638889,2016.73
MALAYSIA,MALAYSIA,2019-04-01,B40,3493.128255208333,3495.2071614583333,2107.84
MALAYSIA,MALAYSIA,2019-05-01,B40,3498.8381944444445,3500.898090277778,1989.84
MALAYSIA,MALAYSIA,2019-06-01,B40,3504.548133680556,3506.5890190972223,1969.19
MALAYSIA,MALAYSIA,2019-07-01,B40,3510.2580729166666,3512.279947916667,2272.59
MALAYSIA,MALAYSIA,2019-08-01,B40,3515.9680121527776,3517.970876736111,2162.55
MALAYSIA,MALAYSIA,2019-09-01,B40,3521.6779513888887,3523.6618055555555,2119.25
MALAYSIA,MALAYSIA,2019-10-01,B40,3527.387890625,3529.352734375,2311.07
MALAYSIA,MALAYSIA,2019-11-01,B40,3533.097829861111,3535.0436631944444,2344.95
MALAYSIA,MALAYSIA,2019-12-01,B40,3538.8077690972223,3540.734592013889,2276.29
MALAYSIA,MALAYSIA,2020-01-01,B40,3544.5177083333333,3546.4255208333334,2296.46
MALAYSIA,MALAYSIA,2020-02-01,B40,3550.2276475694443,3552.1164496527776,2396.09
MALAYSIA,MALAYSIA,2020-03-01,B40,3555.9375868055554,3557.8073784722224,2295.08
MALAYSIA,MALAYSIA,2020-04-01,B40,3561.6475260416664,3563.4983072916666,2308.0
MALAYSIA,MALAYSIA,2020-05-01,B40,3567.357465277778,3569.189236111112,2309.58
MALAYSIA,MALAYSIA,2020-06-01,B40,3573.067404513889,3574.880164930556,2082.73
MALAYSIA,MALAYSIA,2020-07-01,B40,3578.77734375,3580.57109375,2287.95
MALAYSIA,MALAYSIA,2020-08-01,B40,3584.487282986111,3586.2620225694445,2102.88
MALAYSIA,MALAYSIA,2020-09-01,B40,3590.197222222222,3591.952951388889,2126.41
MALAYSIA,MALAYSIA,2020-10-01,B40,3595.9071614583336,3597.643880208333,2101.59
MALAYSIA,MALAYSIA,2020-11-01,B40,3601.6171006944446,3603.3348090277777,2269.87
MALAYSIA,MALAYSIA,2020-12-01,B40,3607.327039930556,3609.0257378472224,2116.06
MALAYSIA,MALAYSIA,2021-01-01,B40,3613.036979166666,3614.716666666666,2309.32
MALAYSIA,MALAYSIA,2021-02-01,B40,3618.7469184027777,3620.407595486111,2457.39
MALAYSIA,MALAYSIA,2021-03-01,B40,3624.456857638889,3626.098524305556,2085.21
MALAYSIA,MALAYSIA,2021-04-01,B40,3630.166796875,3631.789453125,2031.17
MALAYSIA,MALAYSIA,2021-05-01,B40,3635.8767361111113,3637.4803819444446,2053.44
MALAYSIA,MALAYSIA,2021-06-01,B40,3641.5866753472224,3643.171310763889,2286.41
MALAYSIA,MALAYSIA,2021-07-01,B40,3647.296614583333,3648.8622395833336,2371.65
MALAYSIA,MALAYSIA,2021-08-01,B40,3653.006553819445,3654.553168402778,2016.86
MALAYSIA,MALAYSIA,2021-09-01,B40,3658.716493055556,3660.244097222222,2365.12
MALAYSIA,MALAYSIA,2021-10-01,B40,3664.426432291667,3665.935026041667,2289.5
MALAYSIA,MALAYSIA,2021-11-01,B40,3670.136371527778,3671.625954861111,2254.88
MALAYSIA,MALAYSIA,2021-12-01,B40,3675.846310763889,3677.316883680556,2373.45
MALAYSIA,MALAYSIA,2022-01-01,B40,3681.55625,3683.0078125,2425.4
MALAYSIA,MALAYSIA,2022-02-01,B40,3697.791080729167,3699.2359375,2042.16
MALAYSIA,MALAYSIA,2022-03-01,B40,3714.025911458333,3715.4640625,2396.36
MALAYSIA,MALAYSIA,2022-04-01,B40,3730.2607421875,3731.6921875,2137.74
MALAYSIA,MALAYSIA,2022-05-01,B40,3746.495572916667,3747.9203125,2171.96
MALAYSIA,MALAYSIA,2022-06-01,B40,3762.7304036458336,3764.1484375,2544.86
MALAYSIA,MALAYSIA,2022-07-01,B40,3778.965234375,3780.3765625,2119.27
MALAYSIA,MALAYSIA,2022-08-01,B40,3795.200065104167,3796.6046875,2332.68
MALAYSIA,MALAYSIA,2022-09-01,B40,3811.4348958333335,3812.8328125,2166.7
MALAYSIA,MALAYSIA,2022-10-01,B40,3827.6697265625,3829.0609375,2439.82
MALAYSIA,MALAYSIA,2022-11-01,B40,3843.9045572916666,3845.2890625,2167.06
MALAYSIA,MALAYSIA,2022-12-01,B40,3860.1393880208334,3861.5171875,2622.1
MALAYSIA,MALAYSIA,2023-01-01,B40,3876.37421875,3877.7453125,2443.41
MALAYSIA,MALAYSIA,2023-02-01,B40,3892.609049479168,3893.9734375,2575.14
MALAYSIA,MALAYSIA,2023-03-01,B40,3908.843880208333,3910.2015625,2448.59
MALAYSIA,MALAYSIA,2023-04-01,B40,3925.0787109375,3926.4296875,2415.54
MALAYSIA,MALAYSIA,2023-05-01,B40,3941.3135416666655,3942.6578125,2521.97
MALAYSIA,MALAYSIA,2023-06-01,B40,3957.548372395833,3958.8859375,2639.13
MALAYSIA,MALAYSIA,2023-07-01,B40,3973.783203125,3975.1140625,2654.04
MALAYSIA,MALAYSIA,2023-08-01,B40,3990.018033854167,3991.3421875,2602.37
MALAYSIA,MALAYSIA,2023-09-01,B40,4006.252864583333,4007.5703125,2350.85
MALAYSIA,MALAYSIA,2023-10-01,B40,4022.4876953125,4023.7984375,2474.47
MALAYSIA,MALAYSIA,2023-11-01,B40,4038.722526041666,4040.0265625,2324.06
MALAYSIA,MALAYSIA,2023-12-01,B40,4054.957356770833,4056.2546875,2272.86
MALAYSIA,MALAYSIA,2024-01-01,B40,4071.1921875,4072.4828125,2606.09
MALAYSIA,MALAYSIA,2024-02-01,B40,4071.1921875,4072.4828125,2268.79
MALAYSIA,MALAYSIA,2024-03-01,B40,4090.73391,4092.03073,2341.85
MALAYSIA,MALAYSIA,2024-04-01,B40,4110.2756325,4111.5786475,2546.72
MALAYSIA,MALAYSIA,2024-05-01,B40,4129.817355,4131.126565,2510.16
MALAYSIA,MALAYSIA,2024-06-01,B40,4149.3590775,4150.6744825000005,2574.21
MALAYSIA,MALAYSIA,2024-07-01,B40,4168.9008,4170.2224,2621.84
MALAYSIA,MALAYSIA,2024-08-01,B40,4188.4425225,4189.7703175,2324.61
MALAYSIA,MALAYSIA,2024-09-01,B40,4207.984245000001,4209.318235000001,2452.24
MALAYSIA,MALAYSIA,2024-10-01,B40,4227.5259675,4228.8661525,2705.22
MALAYSIA,MALAYSIA,2024-11-01,B40,4247.067690000001,4248.414070000001,2460.14
MALAYSIA,MALAYSIA,2024-12-01,B40,4266.6094125,4267.9619875,2421.16
MALAYSIA,MALAYSIA,2025-01-01,B40,4286.151135,4287.509905,2859.52
MALAYSIA,MALAYSIA,2025-02-01,B40,4305.6928575,4307.0578225,2432.4
MALAYSIA,MALAYSIA,2025-03-01,B40,4325.23458,4326.60574,2782.59
MALAYSIA,MALAYSIA,2025-04-01,B40,4344.7763025,4346.153657500001,2506.87
MALAYSIA,MALAYSIA,2025-05-01,B40,4364.3180250000005,4365.701575,2586.34
MALAYSIA,MALAYSIA,2025-06-01,B40,4383.8597475,4385.2494925,2524.0
MALAYSIA,MALAYSIA,2025-07-01,B40,4403.401470000001,4404.79741,2634.21
MALAYSIA,MALAYSIA,2025-08-01,B40,4422.9431925,4424.3453275,2838.21
MALAYSIA,MALAYSIA,2025-09-01,B40,4442.484915000001,4443.893245,2889.42
MALAYSIA,MALAYSIA,2025-10-01,B40,4462.0266375,4463.4411625,2542.96
MALAYSIA,MALAYSIA,2025-11-01,B40,4481.56836,4482.98908,2639.15
MALAYSIA,MALAYSIA,2025-12-01,B40,4501.1100825,4502.5369975,2800.52
MALAYSIA,MALAYSIA,2026-01-01,B40,4520.651805,4522.084915,3018.01
MALAYSIA,MALAYSIA,2026-02-01,B40,4540.1935275000005,4541.6328325,2833.26
MALAYSIA,MALAYSIA,2026-03-01,B40,4559.735250000001,4561.18075,2752.26
MALAYSIA,MALAYSIA,2019-01-01,M40,7164.4640625,7164.7765625,4673.42
MALAYSIA,MALAYSIA,2019-02-01,M40,7172.898697916667,7173.193576388889,4874.14
MALAYSIA,MALAYSIA,2019-03-01,M40,7181.333333333334,7181.610590277778,5452.7
MALAYSIA,MALAYSIA,2019-04-01,M40,7189.76796875,7190.027604166667,4595.36
MALAYSIA,MALAYSIA,2019-05-01,M40,7198.202604166667,7198.444618055556,4852.12
MALAYSIA,MALAYSIA,2019-06-01,M40,7206.637239583333,7206.8616319444445,4888.62
MALAYSIA,MALAYSIA,2019-07-01,M40,7215.071875,7215.278645833334,5133.42
MALAYSIA,MALAYSIA,2019-08-01,M40,7223.506510416667,7223.695659722222,5192.64
MALAYSIA,MALAYSIA,2019-09-01,M40,7231.941145833333,7232.112673611111,4727.08
MALAYSIA,MALAYSIA,2019-10-01,M40,7240.37578125,7240.5296875,4673.17
MALAYSIA,MALAYSIA,2019-11-01,M40,7248.810416666667,7248.946701388889,4564.58
MALAYSIA,MALAYSIA,2019-12-01,M40,7257.245052083334,7257.363715277778,5363.25
MALAYSIA,MALAYSIA,2020-01-01,M40,7265.6796875,7265.780729166667,4578.75
MALAYSIA,MALAYSIA,2020-02-01,M40,7274.114322916666,7274.197743055555,4658.69
MALAYSIA,MALAYSIA,2020-03-01,M40,7282.548958333333,7282.614756944445,5473.17
MALAYSIA,MALAYSIA,2020-04-01,M40,7290.98359375,7291.031770833333,4848.69
MALAYSIA,MALAYSIA,2020-05-01,M40,7299.418229166667,7299.448784722223,4727.07
MALAYSIA,MALAYSIA,2020-06-01,M40,7307.852864583333,7307.865798611111,5152.56
MALAYSIA,MALAYSIA,2020-07-01,M40,7316.2875,7316.2828125,5425.96
MALAYSIA,MALAYSIA,2020-08-01,M40,7324.722135416667,7324.699826388889,5456.93
MALAYSIA,MALAYSIA,2020-09-01,M40,7333.156770833333,7333.116840277778,4764.64
MALAYSIA,MALAYSIA,2020-10-01,M40,7341.59140625,7341.533854166667,5233.3
MALAYSIA,MALAYSIA,2020-11-01,M40,7350.026041666666,7349.9508680555555,5077.11
MALAYSIA,MALAYSIA,2020-12-01,M40,7358.460677083333,7358.367881944445,4699.63
MALAYSIA,MALAYSIA,2021-01-01,M40,7366.8953125,7366.784895833333,4608.51
MALAYSIA,MALAYSIA,2021-02-01,M40,7375.329947916666,7375.201909722222,5244.34
MALAYSIA,MALAYSIA,2021-03-01,M40,7383.764583333334,7383.618923611111,5566.94
MALAYSIA,MALAYSIA,2021-04-01,M40,7392.19921875,7392.0359375,4656.28
MALAYSIA,MALAYSIA,2021-05-01,M40,7400.633854166666,7400.452951388889,5194.25
MALAYSIA,MALAYSIA,2021-06-01,M40,7409.068489583333,7408.869965277778,4610.9
MALAYSIA,MALAYSIA,2021-07-01,M40,7417.503124999999,7417.286979166666,5336.06
MALAYSIA,MALAYSIA,2021-08-01,M40,7425.937760416667,7425.703993055556,4613.49
MALAYSIA,MALAYSIA,2021-09-01,M40,7434.372395833333,7434.121006944444,5115.99
MALAYSIA,MALAYSIA,2021-10-01,M40,7442.807031249999,7442.538020833334,4877.49
MALAYSIA,MALAYSIA,2021-11-01,M40,7451.241666666667,7450.955034722222,5333.27
MALAYSIA,MALAYSIA,2021-12-01,M40,7459.676302083333,7459.372048611111,4894.09
MALAYSIA,MALAYSIA,2022-01-01,M40,7468.1109375,7467.7890625,4861.0
MALAYSIA,MALAYSIA,2022-02-01,M40,7493.261002604167,7492.915364583333,4761.83
MALAYSIA,MALAYSIA,2022-03-01,M40,7518.411067708333,7518.041666666667,5380.22
MALAYSIA,MALAYSIA,2022-04-01,M40,7543.5611328125,7543.16796875,5114.34
MALAYSIA,MALAYSIA,2022-05-01,M40,7568.711197916667,7568.294270833333,4802.92
MALAYSIA,MALAYSIA,2022-06-01,M40,7593.861263020833,7593.420572916667,5661.63
MALAYSIA,MALAYSIA,2022-07-01,M40,7619.011328125,7618.546875,5479.79
MALAYSIA,MALAYSIA,2022-08-01,M40,7644.161393229167,7643.673177083333,4792.45
MALAYSIA,MALAYSIA,2022-09-01,M40,7669.311458333333,7668.799479166667,5469.91
MALAYSIA,MALAYSIA,2022-10-01,M40,7694.4615234375,7693.92578125,5084.6
MALAYSIA,MALAYSIA,2022-11-01,M40,7719.611588541667,7719.052083333333,4945.82
MALAYSIA,MALAYSIA,2022-12-01,M40,7744.761653645833,7744.178385416667,4925.74
MALAYSIA,MALAYSIA,2023-01-01,M40,7769.91171875,7769.3046875,5333.79
MALAYSIA,MALAYSIA,2023-02-01,M40,7795.061783854167,7794.430989583333,5441.46
MALAYSIA,MALAYSIA,2023-03-01,M40,7820.211848958333,7819.557291666667,5788.66
MALAYSIA,MALAYSIA,2023-04-01,M40,7845.3619140625,7844.68359375,5960.4
MALAYSIA,MALAYSIA,2023-05-01,M40,7870.511979166667,7869.809895833333,5418.76
MALAYSIA,MALAYSIA,2023-06-01,M40,7895.662044270833,7894.936197916667,5563.71
MALAYSIA,MALAYSIA,2023-07-01,M40,7920.812109375,7920.0625,5920.57
MALAYSIA,MALAYSIA,2023-08-01,M40,7945.962174479167,7945.188802083333,5315.51
MALAYSIA,MALAYSIA,2023-09-01,M40,7971.112239583333,7970.315104166667,5176.06
MALAYSIA,MALAYSIA,2023-10-01,M40,7996.2623046875,7995.44140625,5146.78
MALAYSIA,MALAYSIA,2023-11-01,M40,8021.412369791667,8020.567708333333,5382.67
MALAYSIA,MALAYSIA,2023-12-01,M40,8046.562434895833,8045.694010416667,5692.28
MALAYSIA,MALAYSIA,2024-01-01,M40,8071.7125,8070.8203125,5014.8
MALAYSIA,MALAYSIA,2024-02-01,M40,8071.7125,8070.8203125,5262.95
MALAYSIA,MALAYSIA,2024-03-01,M40,8110.456719999999,8109.560249999999,5504.03
MALAYSIA,MALAYSIA,2024-04-01,M40,8149.20094,8148.3001875,5416.21
MALAYSIA,MALAYSIA,2024-05-01,M40,8187.945159999999,8187.040124999999,5677.03
MALAYSIA,MALAYSIA,2024-06-01,M40,8226.68938,8225.7800625,5883.82
MALAYSIA,MALAYSIA,2024-07-01,M40,8265.4336,8264.52,5851.07
MALAYSIA,MALAYSIA,2024-08-01,M40,8304.177819999999,8303.259937499999,5972.14
MALAYSIA,MALAYSIA,2024-09-01,M40,8342.92204,8341.999875000001,5686.26
MALAYSIA,MALAYSIA,2024-10-01,M40,8381.66626,8380.7398125,6351.32
MALAYSIA,MALAYSIA,2024-11-01,M40,8420.41048,8419.47975,5581.62
MALAYSIA,MALAYSIA,2024-12-01,M40,8459.1547,8458.2196875,6096.44
MALAYSIA,MALAYSIA,2025-01-01,M40,8497.89892,8496.959625,6006.99
MALAYSIA,MALAYSIA,2025-02-01,M40,8536.64314,8535.6995625,6197.0
MALAYSIA,MALAYSIA,2025-03-01,M40,8575.387359999999,8574.4395,6384.46
MALAYSIA,MALAYSIA,2025-04-01,M40,8614.131580000001,8613.1794375,5401.4
MALAYSIA,MALAYSIA,2025-05-01,M40,8652.8758,8651.919375000001,6051.59
MALAYSIA,MALAYSIA,2025-06-01,M40,8691.62002,8690.6593125,6389.58
MALAYSIA,MALAYSIA,2025-07-01,M40,8730.36424,8729.39925,5954.29
MALAYSIA,MALAYSIA,2025-08-01,M40,8769.10846,8768.1391875,5564.88
MALAYSIA,MALAYSIA,2025-09-01,M40,8807.852680000002,8806.879125000001,5939.91
MALAYSIA,MALAYSIA,2025-10-01,M40,8846.5969,8845.6190625,5747.08
MALAYSIA,MALAYSIA,2025-11-01,M40,8885.34112,8884.359,5961.11
MALAYSIA,MALAYSIA,2025-12-01,M40,8924.085340000001,8923.0989375,5983.2
MALAYSIA,MALAYSIA,2026-01-01,M40,8962.82956,8961.838875000001,6495.02
MALAYSIA,MALAYSIA,2026-02-01,M40,9001.57378,9000.578812500002,6729.73
MALAYSIA,MALAYSIA,2026-03-01,M40,9040.318,9039.31875,5863.66
MALAYSIA,MALAYSIA,2019-01-01,T20,16640.965625,16313.371875,13096.71
MALAYSIA,MALAYSIA,2019-02-01,T20,16657.991493055557,16328.713020833336,13490.24
MALAYSIA,MALAYSIA,2019-03-01,T20,16675.017361111113,16344.054166666669,13257.26
MALAYSIA,MALAYSIA,2019-04-01,T20,16692.043229166666,16359.3953125,13422.26
MALAYSIA,MALAYSIA,2019-05-01,T20,16709.069097222222,16374.736458333336,11632.11
MALAYSIA,MALAYSIA,2019-06-01,T20,16726.094965277778,16390.07760416667,11578.59
MALAYSIA,MALAYSIA,2019-07-01,T20,16743.120833333334,16405.41875,12449.84
MALAYSIA,MALAYSIA,2019-08-01,T20,16760.14670138889,16420.759895833333,12905.41
MALAYSIA,MALAYSIA,2019-09-01,T20,16777.172569444443,16436.10104166667,13327.01
MALAYSIA,MALAYSIA,2019-10-01,T20,16794.1984375,16451.4421875,12250.54
MALAYSIA,MALAYSIA,2019-11-01,T20,16811.224305555555,16466.783333333333,13760.44
MALAYSIA,MALAYSIA,2019-12-01,T20,16828.25017361111,16482.12447916667,11624.58
MALAYSIA,MALAYSIA,2020-01-01,T20,16845.276041666668,16497.465625,13590.75
MALAYSIA,MALAYSIA,2020-02-01,T20,16862.30190972222,16512.806770833333,12619.53
MALAYSIA,MALAYSIA,2020-03-01,T20,16879.327777777777,16528.14791666667,12621.41
MALAYSIA,MALAYSIA,2020-04-01,T20,16896.353645833333,16543.4890625,12692.4
MALAYSIA,MALAYSIA,2020-05-01,T20,16913.37951388889,16558.830208333333,13281.36
MALAYSIA,MALAYSIA,2020-06-01,T20,16930.405381944445,16574.17135416667,12938.95
MALAYSIA,MALAYSIA,2020-07-01,T20,16947.43125,16589.5125,11938.93
MALAYSIA,MALAYSIA,2020-08-01,T20,16964.457118055554,16604.853645833333,12142.11
MALAYSIA,MALAYSIA,2020-09-01,T20,16981.48298611111,16620.19479166667,12641.04
MALAYSIA,MALAYSIA,2020-10-01,T20,16998.508854166666,16635.5359375,12979.7
MALAYSIA,MALAYSIA,2020-11-01,T20,17015.534722222223,16650.877083333333,13907.22
MALAYSIA,MALAYSIA,2020-12-01,T20,17032.56059027778,16666.21822916667,12972.39
MALAYSIA,MALAYSIA,2021-01-01,T20,17049.58645833333,16681.559375,13941.15
MALAYSIA,MALAYSIA,2021-02-01,T20,17066.612326388888,16696.900520833333,13348.92
MALAYSIA,MALAYSIA,2021-03-01,T20,17083.638194444444,16712.24166666667,11871.6
MALAYSIA,MALAYSIA,2021-04-01,T20,17100.6640625,16727.5828125,12400.4
MALAYSIA,MALAYSIA,2021-05-01,T20,17117.689930555556,16742.923958333333,13981.38
MALAYSIA,MALAYSIA,2021-06-01,T20,17134.71579861111,16758.26510416667,11849.46
MALAYSIA,MALAYSIA,2021-07-01,T20,17151.741666666665,16773.60625,12021.03
MALAYSIA,MALAYSIA,2021-08-01,T20,17168.76753472222,16788.947395833333,13483.32
MALAYSIA,MALAYSIA,2021-09-01,T20,17185.793402777777,16804.28854166667,14026.67
MALAYSIA,MALAYSIA,2021-10-01,T20,17202.819270833334,16819.6296875,12302.47
MALAYSIA,MALAYSIA,2021-11-01,T20,17219.845138888886,16834.970833333333,12733.24
MALAYSIA,MALAYSIA,2021-12-01,T20,17236.871006944442,16850.31197916667,12140.62
MALAYSIA,MALAYSIA,2022-01-01,T20,17253.896875,16865.653125,12895.26
MALAYSIA,MALAYSIA,2022-02-01,T20,17279.863541666666,16892.605989583335,11940.58
MALAYSIA,MALAYSIA,2022-03-01,T20,17305.830208333333,16919.558854166666,12342.57
MALAYSIA,MALAYSIA,2022-04-01,T20,17331.796875,16946.51171875,12142.43
MALAYSIA,MALAYSIA,2022-05-01,T20,17357.763541666667,16973.464583333334,11839.02
MALAYSIA,MALAYSIA,2022-06-01,T20,17383.73020833333,17000.41744791667,12285.99
MALAYSIA,MALAYSIA,2022-07-01,T20,17409.696874999998,17027.3703125,13981.01
MALAYSIA,MALAYSIA,2022-08-01,T20,17435.663541666665,17054.323177083334,13755.83
MALAYSIA,MALAYSIA,2022-09-01,T20,17461.630208333332,17081.276041666668,13028.18
MALAYSIA,MALAYSIA,2022-10-01,T20,17487.596875,17108.22890625,13938.47
MALAYSIA,MALAYSIA,2022-11-01,T20,17513.563541666666,17135.181770833333,13378.4
MALAYSIA,MALAYSIA,2022-12-01,T20,17539.530208333334,17162.134635416667,13717.3
MALAYSIA,MALAYSIA,2023-01-01,T20,17565.496874999997,17189.0875,13635.1
MALAYSIA,MALAYSIA,2023-02-01,T20,17591.463541666664,17216.040364583332,13447.57
MALAYSIA,MALAYSIA,2023-03-01,T20,17617.43020833333,17242.993229166666,12359.65
MALAYSIA,MALAYSIA,2023-04-01,T20,17643.396875,17269.94609375,14150.29
MALAYSIA,MALAYSIA,2023-05-01,T20,17669.363541666666,17296.89895833333,12073.07
MALAYSIA,MALAYSIA,2023-06-01,T20,17695.330208333333,17323.851822916666,13319.43
MALAYSIA,MALAYSIA,2023-07-01,T20,17721.296875,17350.8046875,13308.42
MALAYSIA,MALAYSIA,2023-08-01,T20,17747.263541666667,17377.75755208333,13640.95
MALAYSIA,MALAYSIA,2023-09-01,T20,17773.230208333334,17404.710416666665,12463.93
MALAYSIA,MALAYSIA,2023-10-01,T20,17799.196874999998,17431.66328125,12976.16
MALAYSIA,MALAYSIA,2023-11-01,T20,17825.163541666665,17458.616145833334,12296.26
MALAYSIA,MALAYSIA,2023-12-01,T20,17851.130208333332,17485.569010416664,14231.96
MALAYSIA,MALAYSIA,2024-01-01,T20,17877.096875,17512.521875,14180.52
MALAYSIA,MALAYSIA,2024-02-01,T20,17877.096875,17512.521875,13649.74
MALAYSIA,MALAYSIA,2024-03-01,T20,17962.906939999997,17596.581979999995,14360.79
MALAYSIA,MALAYSIA,2024-04-01,T20,18048.717005,17680.642085,14504.95
MALAYSIA,MALAYSIA,2024-05-01,T20,18134.52707,17764.702189999996,14282.84
MALAYSIA,MALAYSIA,2024-06-01,T20,18220.337135,17848.762295,13716.54
MALAYSIA,MALAYSIA,2024-07-01,T20,18306.1472,17932.822399999997,14549.19
MALAYSIA,MALAYSIA,2024-08-01,T20,18391.957265,18016.882505,12758.02
MALAYSIA,MALAYSIA,2024-09-01,T20,18477.76733,18100.94261,13569.1
MALAYSIA,MALAYSIA,2024-10-01,T20,18563.577395,18185.002715,14250.25
MALAYSIA,MALAYSIA,2024-11-01,T20,18649.38746,18269.06282,12767.02
MALAYSIA,MALAYSIA,2024-12-01,T20,18735.197525,18353.122925,13190.72
MALAYSIA,MALAYSIA,2025-01-01,T20,18821.00759,18437.18303,15229.18
MALAYSIA,MALAYSIA,2025-02-01,T20,18906.817655000003,18521.243135,14886.5
MALAYSIA,MALAYSIA,2025-03-01,T20,18992.62772,18605.30324,14457.67
MALAYSIA,MALAYSIA,2025-04-01,T20,19078.437785,18689.363345,15643.19
MALAYSIA,MALAYSIA,2025-05-01,T20,19164.24785,18773.42345,13867.31
MALAYSIA,MALAYSIA,2025-06-01,T20,19250.057915,18857.483555,15227.93
MALAYSIA,MALAYSIA,2025-07-01,T20,19335.867980000003,18941.54366,14419.77
MALAYSIA,MALAYSIA,2025-08-01,T20,19421.678045,19025.603765,13403.36
MALAYSIA,MALAYSIA,2025-09-01,T20,19507.48811,19109.66387,14274.35
MALAYSIA,MALAYSIA,2025-10-01,T20,19593.298175,19193.723975,14033.75
MALAYSIA,MALAYSIA,2025-11-01,T20,19679.10824,19277.78408,14223.4
MALAYSIA,MALAYSIA,2025-12-01,T20,19764.918305000003,19361.844185,14497.88
MALAYSIA,MALAYSIA,2026-01-01,T20,19850.72837,19445.90429,14869.41
MALAYSIA,MALAYSIA,2026-02-01,T20,19936.538435,19529.964395000003,14268.61
MALAYSIA,MALAYSIA,2026-03-01,T20,20022.3485,19614.0245,16235.1
STATE,JOHOR,2019-01-01,B40,3591.75,3593.15,2039.87
STATE,JOHOR,2019-02-01,B40,3596.2215277777777,3597.625,2365.48
STATE,JOHOR,2019-03-01,B40,3600.6930555555555,3602.1,1992.08
STATE,JOHOR,2019-04-01,B40,3605.164583333333,3606.575,2350.98
STATE,JOHOR,2019-05-01,B40,3609.636111111111,3611.05,2116.79
STATE,JOHOR,2019-06-01,B40,3614.1076388888887,3615.525,2042.04
STATE,JOHOR,2019-07-01,B40,3618.5791666666655,3620.0,2016.35
STATE,JOHOR,2019-08-01,B40,3623.0506944444446,3624.475,2326.91
STATE,JOHOR,2019-09-01,B40,3627.5222222222224,3628.95,2390.57
STATE,JOHOR,2019-10-01,B40,3631.99375,3633.425,2408.22
STATE,JOHOR,2019-11-01,B40,3636.465277777778,3637.9,2343.07
STATE,JOHOR,2019-12-01,B40,3640.936805555556,3642.375,2221.19
STATE,JOHOR,2020-01-01,B40,3645.408333333333,3646.85,2236.73
STATE,JOHOR,2020-02-01,B40,3649.879861111111,3651.325,2358.25
STATE,JOHOR,2020-03-01,B40,3654.351388888889,3655.8,2364.24
STATE,JOHOR,2020-04-01,B40,3658.8229166666665,3660.275,2462.35
STATE,JOHOR,2020-05-01,B40,3663.294444444444,3664.75,2229.47
STATE,JOHOR,2020-06-01,B40,3667.765972222222,3669.225,2313.24
STATE,JOHOR,2020-07-01,B40,3672.2375,3673.7,2081.06
STATE,JOHOR,2020-08-01,B40,3676.709027777778,3678.175,2023.29
STATE,JOHOR,2020-09-01,B40,3681.180555555556,3682.65,2228.03
STATE,JOHOR,2020-10-01,B40,3685.652083333333,3687.125,2361.77
STATE,JOHOR,2020-11-01,B40,3690.123611111111,3691.6,2109.43
STATE,JOHOR,2020-12-01,B40,3694.595138888889,3696.075,2216.67
STATE,JOHOR,2021-01-01,B40,3699.0666666666666,3700.55,2315.45
STATE,JOHOR,2021-02-01,B40,3703.538194444444,3705.025,2387.96
STATE,JOHOR,2021-03-01,B40,3708.009722222222,3709.5,2355.65
STATE,JOHOR,2021-04-01,B40,3712.48125,3713.975,2199.36
STATE,JOHOR,2021-05-01,B40,3716.9527777777776,3718.45,2240.09
STATE,JOHOR,2021-06-01,B40,3721.4243055555553,3722.925,2288.15
STATE,JOHOR,2021-07-01,B40,3725.895833333333,3727.4,2056.31
STATE,JOHOR,2021-08-01,B40,3730.367361111111,3731.875,2133.32
STATE,JOHOR,2021-09-01,B40,3734.838888888889,3736.35,2071.37
STATE,JOHOR,2021-10-01,B40,3739.310416666666,3740.825,2077.11
STATE,JOHOR,2021-11-01,B40,3743.781944444445,3745.3,2307.13
STATE,JOHOR,2021-12-01,B40,3748.253472222222,3749.775,2533.66
STATE,JOHOR,2022-01-01,B40,3752.725,3754.25,2493.02
STATE,JOHOR,2022-02-01,B40,3782.429166666667,3783.9625,2269.44
STATE,JOHOR,2022-03-01,B40,3812.133333333333,3813.675,2340.01
STATE,JOHOR,2022-04-01,B40,3841.8375,3843.3875,2508.34
STATE,JOHOR,2022-05-01,B40,3871.5416666666665,3873.1,2409.72
STATE,JOHOR,2022-06-01,B40,3901.245833333333,3902.8125,2178.42
STATE,JOHOR,2022-07-01,B40,3930.95,3932.525,2456.93
STATE,JOHOR,2022-08-01,B40,3960.654166666666,3962.2375,2295.54
STATE,JOHOR,2022-09-01,B40,3990.358333333333,3991.95,2624.05
STATE,JOHOR,2022-10-01,B40,4020.0625,4021.6625,2696.33
STATE,JOHOR,2022-11-01,B40,4049.7666666666655,4051.375,2642.91
STATE,JOHOR,2022-12-01,B40,4079.470833333333,4081.0875,2438.05
STATE,JOHOR,2023-01-01,B40,4109.175,4110.8,2574.48
STATE,JOHOR,2023-02-01,B40,4138.879166666667,4140.5125,2574.42
STATE,JOHOR,2023-03-01,B40,4168.583333333333,4170.225,2826.23
STATE,JOHOR,2023-04-01,B40,4198.2875,4199.9375,2715.64
